Chapter,Verse,Word,MS_Bmg,MS_B,Categories,Subcategories,Subcategories,,,,,,,,,,,Line
,,9,ושב,ש֟̇ב̊̊,Morphological,Coordination,,,,,,,,,,,,6
,,10,,ו̊̊נ̊̊מ̊̊ל̇ט̊̊,,,,,,,,,,,,,,6
,2,1,,לא,,,,,,,,,,,,,,6
,,2,,יחכם,,,,,,,,,,,,,,6
,,3,,שונא,,,,,,,,,,,,,,6
,,4,,תורה,,,,,,,,,,,,,,6
,,5,,ומתמוטט,,,,,,,,,,,,,,6
,,6,במסער,כמ֟ס̇ע̊̊ר̊̊ה̊̊,Morphological,Preposition,Orthographical,,,,,,,,,,,6
,,7,,א̊̊נ̊̊י̊̊,,,,,,,,,,,,,,6
,3,1,,איש,,,,,,,,,,,,,,6
,,2,,נבון,,,,,,,,,,,,,,7
,,3,,יבין,,,,,,,,,,,,,,7
,,4,,דבר,,,,,,,,,,,,,,7
,,5,,ותורתו,,,,,,,,,,,,,,7
,,6,,כא̇◌◌◌י̊̊ן̊̊,,,,,,,,,,,,,,7
,,7,,◌◌◌◌◌◌,,,,,,,,,,,,,,7
35,11,1,,בכל,,,,,,,,,,,,,,7
35,11,2,,מע̇שיך,,,,,,,,,,,,,,7
35,11,3,,הא̊̊ר̊̊,,,,,,,,,,,,,,7
35,11,4,,פ̊̊נ̊̊י̊̊ם,,,,,,,,,,,,,,8
35,11,5,,ובששון,,,,,,,,,,,,,,8
35,11,6,,הקדש,,,,,,,,,,,,,,8
35,11,7,מעשרך,מע֟ש֟ר,Morphological,Suffix Pron.,,,,,,,,,,,,8
35,11,7,מעשיך,מע֟ש֟ר,Lexical,,,,,,,,,,,,,8
35,11,9,מלוה,,,,,,,,,,,,,,,8
35,11,10,ייי,,,,,,,,,,,,,,,8
35,11,11,נותן,,,,,,,,,,,,,,,8
35,11,12,לאביון,,,,,,,,,,,,,,,8
35,11,13,ומי,,,,,,,,,,,,,,,8
35,11,14,בעל,,,,,,,,,,,,,,,8
35,11,15,גמולות,,,,,,,,,,,,,,,8
35,11,16,כי,,,,,,,,,,,,,,,8
35,11,17,אם,,,,,,,,,,,,,,,8
35,11,18,הוא׃,,,,,,,,,,,,,,,8
35,12,1,,תן,,,,,,,,,,,,,,8
35,12,2,,ל֟ו,,,,,,,,,,,,,,8
35,12,3,כ̇מ̇תתו,כ̇מ̇ת֟נתו,,,,,,,,,,,,,,8
35,12,4,,לך:,,,,,,,,,,,,,,8
35,12,5,,,,,,,,,,,,,,,,8
35,12,6,,בטוב,,,,,,,,,,,,,,9
35,12,7,,עין,,,,,,,,,,,,,,9
35,12,8,ובכהגשת,ובה֟ש֟גת,Lexical,Preposition,Metathesis,,,,,,,,,,,9
35,12,8,ובכהגיש,ובה֟ש֟גת,Lexical,Preposition,Metathesis,,,,,,,,,,,9
35,12,9,,יד׃,,,,,,,,,,,,,,9
35,13,1,,כ̊̊י̊̊,,,,,,,,,,,,,,9
35,13,2,לאֵל,אלוה,Lexical,Synonym,,,,,,,,,,,,9
35,13,3,,תשלומות,,,,,,,,,,,,,,9
35,13,4,,הוא,,,,,,,,,,,,,,9
35,13,5,,ושבעתים,,,,,,,,,,,,,,10
35,13,6,ישלם,ישי֟ב,Lexical,,,,,,,,,,,,,10
35,13,7,,לך׃,,,,,,,,,,,,,,10
35,14/15,1,,אל,,,,,,,,,,,,,,10
35,14/15,2,,תשחד,,,,,,,,,,,,,,10
35,14/15,3,,כי,,,,,,,,,,,,,,10
35,14/15,4,,לא,,,,,,,,,,,,,,10
35,14/15,5,,יקח,,,,,,,,,,,,,,10
35,14/15,6,,ואל,,,,,,,,,,,,,,10
35,14/15,7,,תבטח,,,,,,,,,,,,,,11
35,14/15,8,,על,,,,,,,,,,,,,,11
35,14/15,9,,זבח,,,,,,,,,,,,,,11
35,14/15,10,,מעשק׃,,,,,,,,,,,,,,11
35,14/15,11,,כי,,,,,,,,,,,,,,11
35,14/15,12,,אלהי,,,,,,,,,,,,,,11
35,14/15,13,,משפט,,,,,,,,,,,,,,11
35,14/15,14,,הוא,,,,,,,,,,,,,,11
35,14/15,15,,ואין,,,,,,,,,,,,,,12
35,14/15,16,,עמו,,,,,,,,,,,,,,12
35,14/15,17,,משוא,,,,,,,,,,,,,,12
35,14/15,18,,פנים׃,,,,,,,,,,,,,,12
35,16,1,,לא,,,,,,,,,,,,,,12
35,16,2,,ישא,,,,,,,,,,,,,,12
35,16,3,,פ̊̊נים,,,,,,,,,,,,,,13
35,16,4,,אל,,,,,,,,,,,,,,13
35,16,5,,דל,,,,,,,,,,,,,,13
35,16,6,ותחנונים,ותח֟נוני,Morphological,Grammatical,,,,,,,,,,,,13
35,16,7,,מצוק,,,,,,,,,,,,,,13
35,16,8,,ישמע׃,,,,,,,,,,,,,,13
35,17,1,,לא,,,,,,,,,,,,,,13
35,17,2,,יטש,,,,,,,,,,,,,,13
35,17,3,אנקת,צעק֟ת,Lexical,Synonym,,,,,,,,,,,,13
35,17,4,,יתום,,,,,,,,,,,,,,13
35,17,5,,ואלמנה,,,,,,,,,,,,,,13
35,17,6,,כי,,,,,,,,,,,,,,14
35,17,7,,ת֟רבה,,,,,,,,,,,,,,14
35,17,8,,שיח׃,,,,,,,,,,,,,,14
35,17,9,,ת,,,,,,,,,,,,,,14
35,17,10,,תחבט,,,,,,,,,,,,,,14
35,18,1,,הלא,,,,,,,,,,,,,,14
35,18,2,,דמעה,,,,,,,,,,,,,,14
35,18,3,,על,,,,,,,,,,,,,,14
35,18,4,,לחי,,,,,,,,,,,,,,14
35,18,5,,תרד,,,,,,,,,,,,,,14
35,18,6,,ואנחה,,,,,,,,,,,,,,14
35,18,7,,על,,,,,,,,,,,,,,14
35,18,8,,מרודיה׃,,,,,,,,,,,,,,15
35,20,1,,תמרורי,,,,,,,,,,,,,,15
35,20,2,,רצון,,,,,,,,,,,,,,15
35,20,3,,הנחה,,,,,,,,,,,,,,15
35,20,4,צעקתה,וצע֟ק֟ה,Morphological,Suffix Pron.,,,,,,,,,,,,15
35,20,4,וצעקתיה,וצע֟ק֟ה,Morphological,Suffix Pron.,,,,,,,,,,,,15
35,20,5,,ענן,,,,,,,,,,,,,,15
35,20,6,,חשתה׃,,,,,,,,,,,,,,15
35,21,1,,שועת,,,,,,,,,,,,,,16
35,21,2,,דל,,,,,,,,,,,,,,16
35,21,3,עבים,ענן,Lexical,Synonym,,,,,,,,,,,,16
35,21,4,חלפה,֟חל,Lexical,Synonym,,,,,,,,,,,,16
35,21,5,,עם,,,,,,,,,,,,,,16
35,21,6,,"
                    ",,,,,,,,,,,,,,16
35,21,7,ועד,֟ועד,Same,,,,,,,,,,,,,16
,,,כי,,Plus_Minus,,,,,,,,,,,,,16
,,,כי,,Plus_Minus,,,,,,,,,,,,,16
35,21,8,תגע,תגיע,Morphological,Orthographical,,,,,,,,,,,,16
35,21,9,לא,֟לא,Same,,,,,,,,,,,,,16
35,21,10,תנוח׃,תנוח:,Same,,,,,,,,,,,,,17
35,21/22,1,,לא,,,,,,,,,,,,,,17
35,21/22,2,,תמוש,,,,,,,,,,,,,,17
35,21/22,3,,עד,,,,,,,,,,,,,,17
35,21/22,4,,יפקוד,,,,,,,,,,,,,,17
35,21/22,5,,אל,,,,,,,,,,,,,,17
35,21/22,6,,ושופט,,,,,,,,,,,,,,17
35,21/22,7,,צדק,,,,,,,,,,,,,,17
35,21/22,8,עושה,יע֟שה,Morphological,Grammatical,,,,,,,,,,,,17
35,21/22,9,,משפט׃,,,,,,,,,,,,,,18
35,21/22,11,,גם,,,,,,,,,,,,,,18
35,21/22,12,אדון,א֟ל,,,,,,,,,,,,,,18
35,21/22,13,,לא,,,,,,,,,,,,,,18
35,21/22,14,,יתמהמה,,,,,,,,,,,,,,18
35,21/22,15,וגבור,֟וכגבור,Morphological,Preposition,,,,,,,,,,,,18
35,21/22,16,מה,֟לא,Lexical,,,,,,,,,,,,,18
35,21/22,16,מה,֟לא,Lexical,,,,,,,,,,,,,18
35,21/22,17,יתאפק׃,יתאפק:,Same,,,,,,,,,,,,,18
35,22/23,1,,עד,,,,,,,,,,,,,,1
35,22/23,2,,ימחץ,,,,,,,,,,,,,,1
35,22/23,3,מפני,מת֟ני,Lexical,,,,,,,,,,,,,1
35,22/23,4,,אכזרי,,,,,,,,,,,,,,1
35,22/23,5,,ולגוים,,,,,,,,,,,,,,1
35,22/23,6,,ישיב,,,,,,,,,,,,,,1
35,22/23,7,,נקם׃,,,,,,,,,,,,,,1
35,22/23,8,,עד,,,,,,,,,,,,,,1
35,22/23,9,,יוריש,,,,,,,,,,,,,,1
35,22/23,10,שבטי,ש֟בט,Morphological,Singular/Plural,,,,,,,,,,,,1
35,22/23,11,,זדון,,,,,,,,,,,,,,1
35,22/23,12,,ומטה,,,,,,,,,,,,,,1
35,22/23,13,רשעים,רש֟ע,Morphological,Singular/Plural,,,,,,,,,,,,1
35,22/23,14,,גדוע,,,,,,,,,,,,,,1
35,22/23,15,,יגדע׃,,,,,,,,,,,,,,1
35,24,1,,עד,,,,,,,,,,,,,,1
35,24,2,,ישיב,,,,,,,,,,,,,,1
35,24,3,,לאנוש,,,,,,,,,,,,,,1
35,24,4,,פעלו,,,,,,,,,,,,,,2
35,24,5,,וגמול,,,,,,,,,,,,,,2
35,24,6,,אדם,,,,,,,,,,,,,,2
35,24,7,,כמזמתו׃,,,,,,,,,,,,,,2
35,25,1,,ע̇ד̊̊,,,,,,,,,,,,,,2
35,25,2,,י̊̊ר̊̊י̊̊ב̇,,,,,,,,,,,,,,2
35,25,3,,ריב,,,,,,,,,,,,,,2
35,25,4,,ע̇מ̇ו,,,,,,,,,,,,,,2
35,25,5,וישמחם,וש֟מחם,Morphological,Grammatical,,,,,,,,,,,,2
35,25,6,,בישועתו׃,,,,,,,,,,,,,,2
35,26,2,,ח̊̊,,,,,,,,,,,,,,3
35,26,3,,ב̇ז̇מ̇ן̇,,,,,,,,,,,,,,3
35,26,4,,מצוקה,,,,,,,,,,,,,,3
35,26,5,,כעת,,,,,,,,,,,,,,3
35,26,6,,חזיזים,,,,,,,,,,,,,,3
35,26,7,,בעת,,,,,,,,,,,,,,3
35,26,8,,בצ̇ו̇ר̊̊ת׃,,,,,,,,,,,,,,3
35,26,9,,̊נ̊א̊̊,,,,,,,,,,,,,,4
35,26,10,,,,,,,,,,,,,,,,4
35,26,11,,כ̊̊ע̊̊ב̊̊,,,,,,,,,,,,,,4
35,26,12,,ח̊̊ז̊̊י̊̊ז̊̊י̊̊ם̊̊,,,,,,,,,,,,,,4
35,26,13,,ב̇ע̇ת̊̊,,,,,,,,,,,,,,4
35,26,14,,צ̊̊ר̊̊ך׃,,,,,,,,,,,,,,4
35,26,15,,אין,,,,,,,,,,,,,,4
35,26,16,,פסוק,,,,,,,,,,,,,,4
35,26,17,,אז,,,,,,,,,,,,,,4
35,26,18,,נוסכתהא,,,,,,,,,,,,,,4
35,26,19,,ידיגר̊,,,,,,,,,,,,,,5
35,26,20,,ואידר,,,,,,,,,,,,,,5
35,26,21,,זא,,,,,,,,,,,,,,5
35,26,22,,הישתה̊,,,,,,,,,,,,,,5
35,26,23,,בוד,,,,,,,,,,,,,,5
35,26,24,,ובי,,,,,,,,,,,,,,5
35,26,25,,נבישתה,,,,,,,,,,,,,,5
36,1/2,1,,הושיענו,,,,,,,,,,,,,,5
36,1/2,2,,אלהי,,,,,,,,,,,,,,6
36,1/2,3,,הכל,,,,,,,,,,,,,,6
36,1/2,4,,ו̊̊ש̊̊ים̊̊,,,,,,,,,,,,,,6
36,1/2,5,,פחדך,,,,,,,,,,,,,,6
36,1/2,6,,על,,,,,,,,,,,,,,6
36,1/2,7,,כל,,,,,,,,,,,,,,6
36,1/2,8,,הגוים׃,,,,,,,,,,,,,,6
36,3,1,,הניף,,,,,,,,,,,,,,6
,,,יד,,Plus_Minus,,,,,,,,,,,,,7
36,3,2,,֟על,,,,,,,,,,,,,,7
36,3,3,,עם,,,,,,,,,,,,,,7
36,3,4,,נכר,,,,,,,,,,,,,,7
36,3,5,,ויראו,,,,,,,,,,,,,,7
36,3,6,,את,,,,,,,,,,,,,,7
36,3,7,,גבורת̊̊יך׃,,,,,,,,,,,,,,7
36,4,1,כאשר,כאשר,Same,,,,,,,,,,,,,7
36,4,2,לעיניהם,נקדשת,Lexical,,,,,,,,,,,,,7
36,4,3,נקדשתה,לעיניהם,Lexical,,,,,,,,,,,,,7
36,4,4,בם,ב֟נו,Morphological,Suffix Pron.,,,,,,,,,,,,8
36,4,4,בם׃,ב֟נו,Morphological,Suffix Pron.,,,,,,,,,,,,8
36,4,5,כן,כ̇ן̊̊,Same,,,,,,,,,,,,,8
36,4,6,לעניהם,לע̇יני̊̊נ̊̊ו,Morphological,Suffix Pron.,,,,,,,,,,,,8
36,4,7,הכבד,הכב̇ד,Same,,,,,,,,,,,,,8
36,4,8,בם,בנ̇ו̊̊׃,Morphological,Suffix Pron.,,,,,,,,,,,,8
36,4,8,בם׃,בנ̇ו̊̊׃,Morphological,Suffix Pron.,,,,,,,,,,,,8
36,5,1,,וידעו,,,,,,,,,,,,,,8
36,5,2,,כאשר,,,,,,,,,,,,,,9
36,5,3,,ידענו,,,,,,,,,,,,,,9
36,5,4,,כי,,,,,,,,,,,,,,9
36,5,5,,אין,,,,,,,,,,,,,,9
36,5,6,,אלהים,,,,,,,,,,,,,,9
36,5,7,,זולתך׃,,,,,,,,,,,,,,9
36,6/7,1,חַדֵש,חדש,Same,,,,,,,,,,,,,9
36,6/7,2,אֵל,אות,Lexical,,,,,,,,,,,,,10
36,6/7,3,וְשַנֵה,ושנה,Same,,,,,,,,,,,,,10
36,6/7,4,תֵמַהֽ,מופת,Lexical,,,,,,,,,,,,,10
36,6/7,5,האריך,האדר,Morphological,Suffix Pron.,,,,,,,,,,,,10
36,6/7,6,יד,יד,Same,,,,,,,,,,,,,10
36,6/7,7,,ואמץ,Plus_Minus,,,,,,,,,,,,,10
36,6/7,8,וזריז,זרוע,Lexical,,,,,,,,,,,,,10
36,6/7,9,ימים,וימין׃,Morphological,Coordination,,,,,,,,,,,,
36,8/9,1,,העיר,,,,,,,,,,,,,,
36,8/9,2,,אף,,,,,,,,,,,,,,10
36,8/9,3,,ושפוך,,,,,,,,,,,,,,10
36,8/9,4,,חמה,,,,,,,,,,,,,,10
36,8/9,5,,והכניע,,,,,,,,,,,,,,11
36,8/9,6,,צי̇,,,,,,,,,,,,,,11
36,8/9,7,ו̊̊ת̊̊נ̊̊ד̇וף,והד֟וף,Lexical,Synonym,,,,,,,,,,,,11
36,8/9,8,,או̇י̇ב׃,,,,,,,,,,,,,,11
36,10,1,,החיש,,,,,,,,,,,,,,11
36,10,2,,קץ,,,,,,,,,,,,,,11
36,10,3,,ופקוד,,,,,,,,,,,,,,11
36,10,4,מצער,מו֟עד,,,,,,,,,,,,,,11
36,10,5,,כי,,,,,,,,,,,,,,11
36,10,6,,מי,,,,,,,,,,,,,,12
36,10,7,,יאמר,,,,,,,,,,,,,,12
36,10,8,,לך,,,,,,,,,,,,,,12
36,10,9,,מה,,,,,,,,,,,,,,12
36,10,10,תפעל,תעש֟ה׃,Lexical,Synonym,,,,,,,,,,,,12
36,10,13,,אויב,,,,,,,,,,,,,,12
36,12,1,,השבת,,,,,,,,,,,,,,12
36,12,2,,ראש,,,,,,,,,,,,,,12
36,12,3,,פאתי,,,,,,,,,,,,,,13
36,12,4,,מוא֟ב,,,,,,,,,,,,,,13
36,12,5,,האומר,,,,,,,,,,,,,,13
36,12,6,,אין,,,,,,,,,,,,,,13
36,12,7,,זולתי׃,,,,,,,,,,,,,,13
36,13a/16b,1,,אסוף,,,,,,,,,,,,,,13
36,13a/16b,2,,כל,,,,,,,,,,,,,,13
36,13a/16b,3,,שבטי,,,,,,,,,,,,,,14
36,13a/16b,4,,יעקב,,,,,,,,,,,,,,14
36,13a/16b,5,,ויתנחלו,,,,,,,,,,,,,,14
36,13a/16b,6,,כימי,,,,,,,,,,,,,,14
36,13a/16b,7,,קדם׃,,,,,,,,,,,,,,14
36,17,1,,רחם,,,,,,,,,,,,,,14
36,17,2,,על,,,,,,,,,,,,,,14
36,17,3,,עם,,,,,,,,,,,,,,14
36,17,4,,נקרא,,,,,,,,,,,,,,15
36,17,5,,בשמך,,,,,,,,,,,,,,15
36,17,6,,ישרא‍ל,,,,,,,,,,,,,,15
36,17,7,,בכ̇ו̇ר,,,,,,,,,,,,,,15
36,17,8,,כיניתה׃,,,,,,,,,,,,,,15
36,18,1,,רחם,,,,,,,,,,,,,,15
36,18,2,,על,,,,,,,,,,,,,,15
36,18,3,,קרית,,,,,,,,,,,,,,16
36,18,4,,קדשך,,,,,,,,,,,,,,16
36,18,5,,ירושלם,,,,,,,,,,,,,,16
36,18,6,,מכון,,,,,,,,,,,,,,16
36,18,7,,שבתיך׃,,,,,,,,,,,,,,16
36,19,1,,מלא,,,,,,,,,,,,,,16
36,19,2,,ציון,,,,,,,,,,,,,,17
36,19,3,,את,,,,,,,,,,,,,,17
36,19,5,מהדריך,֟הודך,Morphological,Preposition,,,,,,,,,,,,17
36,19,6,,ומכבודך,,,,,,,,,,,,,,17
36,19,7,,את,,,,,,,,,,,,,,17
36,19,8,,היכלך׃,,,,,,,,,,,,,,17
36,20,1,,תן,,,,,,,,,,,,,,17
36,20,2,,עדות,,,,,,,,,,,,,,18
36,20,3,,למראש,,,,,,,,,,,,,,18
36,20,4,,מעשיך,,,,,,,,,,,,,,18
36,20,5,,והקם,,,,,,,,,,,,,,18
36,20,6,,חזון,,,,,,,,,,,,,,18
36,20,7,,דבר,,,,,,,,,,,,,,18
36,20,8,,בשמך׃,,,,,,,,,,,,,,18
36,21,1,,תן,,,,,,,,,,,,,,18
36,21,2,,את,,,,,,,,,,,,,,18
36,21,3,,פעלת,,,,,,,,,,,,,,18
36,21,4,,קוויך,,,,,,,,,,,,,,18
36,21,5,,ונביאיך,,,,,,,,,,,,,,18
36,21,6,,יאמינו׃,,,,,,,,,,,,,,18
36,22,1,,תשמע,,,,,,,,,,,,,,18
36,22,2,,תפלת,,,,,,,,,,,,,,18
36,22,3,עבדך,עבד֟יך,Morphological,,Singular/Plural,,,,,,,,,,,18
36,22,4,ברצונך,כ̇ר̇צ֟ונך,Morphological,,Preposition,,,,,,,,,,,18
36,22,5,,על,,,,,,,,,,,,,,1
36,22,6,,עמך׃,,,,,,,,,,,,,,1
36,22,8,ויראו,ויד֟עו,Lexical,,,,,,,,,,,,,1
36,22,9,,כ̊̊ל,,,,,,,,,,,,,,1
36,22,10,,אפסי,,,,,,,,,,,,,,1
36,22,11,,ארץ,,,,,,,,,,,,,,1
36,22,12,,כי,,,,,,,,,,,,,,1
36,22,13,,את̊̊ה,,,,,,,,,,,,,,1
36,22,14,,אל,,,,,,,,,,,,,,2
36,22,15,,ע̇ו̊̊ל̇ם̊̊,,,,,,,,,,,,,,
36,23,1,כל,כל,Same,,,,,,,,,,,,,2
36,23,2,מ̊,מאכל,Same,,,,,,,,,,,,,2
36,23,3,א̊[כ]ל̊ת,אוכל,Unclassifiable,,,,,,,,,,,,,2
36,23,4,סוגרת,גרגרת,Lexical,Synonym,,,,,,,,,,,,2
36,23,5,אך,אך,Same,,,,,,,,,,,,,2
36,23,6,יש,יש,Same,,,,,,,,,,,,,2
36,23,7,מא̊כל,אוכ̇ל,Morphological,Grammatical,,,,,,,,,,,,3
36,23,8,ממא̊כל,מ̇א̇ו̊̊כ̇ל̇,Morphological,Grammatical,,,,,,,,,,,,3
36,23,9,ת̇נ̇עם̊,נ̊̊ע̇ים׃,Morphological,Grammatical,,,,,,,,,,,,3
36,26ab,1,,כ̊̊ל̇,,,,,,,,,,,,,,3
36,26ab,2,,ז̊̊כ̊̊ר̇,,,,,,,,,,,,,,3
36,26ab,3,,ת̇ק̇ב̇ל̇,,,,,,,,,,,,,,3
36,26ab,4,,א̇ש̊̊ה̊̊,,,,,,,,,,,,,,3
36,26ab,5,,אך̇,,,,,,,,,,,,,,3
36,26ab,6,,י̊̊ש̊̊,,,,,,,,,,,,,,3
36,26ab,7,,א̇ש̊̊ה̊̊,,,,,,,,,,,,,,3
36,26ab,8,,מ̇א̊̊ש̊̊ה̊̊,,,,,,,,,,,,,,4
36,26ab,9,,י̊̊פ̊̊ה̇׃,,,,,,,,,,,,,,4
36,26ab,10,,אך,,,,,,,,,,,,,,4
36,26ab,11,,יש,,,,,,,,,,,,,,4
36,26ab,12,,אשה,,,,,,,,,,,,,,4
36,26ab,13,,יפה׃,,,,,,,,,,,,,,4
36,24,1,,חיך,,,,,,,,,,,,,,4
36,24,2,,בוחן,,,,,,,,,,,,,,5
36,24,3,,מטעמי,,,,,,,,,,,,,,5
36,24,4,,דבר,,,,,,,,,,,,,,5
36,24,5,,ולב,,,,,,,,,,,,,,5
36,24,6,,מבין,,,,,,,,,,,,,,5
36,24,7,,מטעמי,,,,,,,,,,,,,,5
36,24,8,,כזב׃,,,,,,,,,,,,,,5
36,24,9,,חך,,,,,,,,,,,,,,5
36,24,10,,בוחן,,,,,,,,,,,,,,5
36,24,11,,מטעמי,,,,,,,,,,,,,,6
36,24,12,,זבד̊,,,,,,,,,,,,,,6
36,24,13,,וחן,,,,,,,,,,,,,,6
36,24,14,,נבון,,,,,,,,,,,,,,6
36,24,15,,מטעמי,,,,,,,,,,,,,,6
36,24,16,,זבד,,,,,,,,,,,,,,6
36,25,1,,לב,,,,,,,,,,,,,,6
36,25,2,,עקוב,,,,,,,,,,,,,,6
36,25,3,,יתן,,,,,,,,,,,,,,7
36,25,4,,עצבת,,,,,,,,,,,,,,7
36,25,5,,ואיש,,,,,,,,,,,,,,7
36,25,6,,ותיק,,,,,,,,,,,,,,7
36,25,7,ישיבנו,ישיב֟נה,Morphological,Suffix Pron.,,,,,,,,,,,,7
36,25,8,,בו׃,,,,,,,,,,,,,,7
36,26cd,1,,כל,,,,,,,,,,,,,,7
36,26cd,2,,נכר,,,,,,,,,,,,,,7
36,26cd,3,,תאכל,,,,,,,,,,,,,,7
36,26cd,4,,חיה,,,,,,,,,,,,,,7
36,26cd,5,,אך,,,,,,,,,,,,,,7
36,26cd,6,,יש,,,,,,,,,,,,,,8
36,26cd,7,,מכה,,,,,,,,,,,,,,8
36,26cd,8,,ממכה,,,,,,,,,,,,,,8
36,26cd,9,,תנעם׃,,,,,,,,,,,,,,8
36,27,1,,תואר,,,,,,,,,,,,,,8
36,27,2,,אשה,,,,,,,,,,,,,,8
36,27,3,יהלל,והל֟יל,Morphological,Grammatical,,,,,,,,,,,,8
36,27,4,,פנים,,,,,,,,,,,,,,9
36,27,5,,ועל,,,,,,,,,,,,,,9
36,27,6,,כל,,,,,,,,,,,,,,9
36,27,7,,מחמד,,,,,,,,,,,,,,9
36,27,8,,עין,,,,,,,,,,,,,,9
36,27,9,,יגבר׃,,,,,,,,,,,,,,9
36,28,1,,ועד,,,,,,,,,,,,,,9
36,28,2,,אם,,,,,,,,,,,,,,10
36,28,3,,יש,,,,,,,,,,,,,,10
,,,ב̊̊ה̊̊,,Plus_Minus,,,,,,,,,,,,,10
36,28,4,,֟מרפא,,,,,,,,,,,,,,10
36,28,5,,לשון,,,,,,,,,,,,,,10
36,28,6,,אין,,,,,,,,,,,,,,10
36,28,7,,אִשָׁהּ,,,,,,,,,,,,,,10
36,28,8,,מבני,,,,,,,,,,,,,,10
36,28,9,,אדם׃,,,,,,,,,,,,,,11
36,29,1,קונה,קנ֟ה,Morphological,Orthographical,,,,,,,,,,,,11
36,29,1,קונה,קנ֟ה,Morphological,Grammatical,,,,,,,,,,,,11
36,29,2,,אשה,,,,,,,,,,,,,,11
36,29,3,,ראשית,,,,,,,,,,,,,,11
36,29,4,,קנין,,,,,,,,,,,,,,11
36,29,5,,עזר,,,,,,,,,,,,,,11
,,,עיר,,Plus_Minus,,,,,,,,,,,,,12
36,29,6,מבצר,֟ומבצר,Morphological,Coordination,,,,,,,,,,,,12
36,29,7,,ועמוד,,,,,,,,,,,,,,12
36,29,8,,משען׃,,,,,,,,,,,,,,12
36,30,1,,באין,,,,,,,,,,,,,,12
36,30,2,,גדיר,,,,,,,,,,,,,,12
36,30,3,,יבוער,,,,,,,,,,,,,,12
36,30,4,,כרם,,,,,,,,,,,,,,13
36,30,5,,ובאין,,,,,,,,,,,,,,13
36,30,6,,אשה,,,,,,,,,,,,,,13
36,30,7,,נע,,,,,,,,,,,,,,13
36,30,8,,ונד׃,,,,,,,,,,,,,,13
36,31,1,,מי,,,,,,,,,,,,,,13
36,31,2,,יאמין,,,,,,,,,,,,,,13
36,31,3,,בגדוד,,,,,,,,,,,,,,13
36,31,4,,צבא,,,,,,,,,,,,,,14
36,31,6,,המדלג,,,,,,,,,,,,,,14
36,31,7,,מעיר,,,,,,,,,,,,,,14
36,31,8,,אל,,,,,,,,,,,,,,14
36,31,9,,עיר׃,,,,,,,,,,,,,,14
36,31,10,,כן,,,,,,,,,,,,,,14
36,31,11,,איש,,,,,,,,,,,,,,15
36,31,12,,אשר,,,,,,,,,,,,,,15
,,,א̊̊ש̊̊ר,,Plus_Minus,,,,,,,,,,,,,15
36,31,13,אין,֟לא,Lexical,Synonym,,,,,,,,,,,,15
,,,לו,,Plus_Minus,,,,,,,,,,,,,15
36,31,14,,קן,,,,,,,,,,,,,,15
36,31,15,,המרגיע,,,,,,,,,,,,,,16
36,31,16,,באשר,,,,,,,,,,,,,,16
36,31,17,,יערב׃,,,,,,,,,,,,,,16
37,1/2,1,,֟כל,,,,,,,,,,,,,,16
37,1/2,2,,או̇מר,,,,,,,,,,,,,,16
37,1/2,3,,אמר,,,,,,,,,,,,,,16
37,1/2,4,,אהבתי,,,,,,,,,,,,,,16
37,1/2,5,,֟הלא,,,,,,,,,,,,,,16
37,1/2,6,,דין,,,,,,,,,,,,,,17
37,1/2,7,,מגיע,,,,,,,,,,,,,,17
37,1/2,8,,אל,,,,,,,,,,,,,,17
37,1/2,9,,מות,,,,,,,,,,,,,,17
37,1/2,10,,כל,,,,,,,,,,,,,,17
37,1/2,11,,אוהב,,,,,,,,,,,,,,17
37,1/2,12,,אומר,,,,,,,,,,,,,,17
37,1/2,13,,אהבתי,,,,,,,,,,,,,,17
37,1/2,14,,אך,,,,,,,,,,,,,,17
37,1/2,15,,יש,,,,,,,,,,,,,,18
37,1/2,16,,אוהב,,,,,,,,,,,,,,18
37,1/2,17,,שם,,,,,,,,,,,,,,18
37,1/2,18,,אוהב׃,,,,,,,,,,,,,,18
37,1/2,19,,הלא,,,,,,,,,,,,,,18
37,1/2,20,,דין,,,,,,,,,,,,,,18
37,1/2,21,,מגיע,,,,,,,,,,,,,,18
37,1/2,22,,על,,,,,,,,,,,,,,18
37,1/2,23,,מות,,,,,,,,,,,,,,18
37,1/2,24,,רע,,,,,,,,,,,,,,19
37,1/2,25,,כנפש,,,,,,,,,,,,,,19
37,1/2,26,,נהפך,,,,,,,,,,,,,,19
37,1/2,27,,לצר׃,,,,,,,,,,,,,,19
37,1/2,28,,רע,,,,,,,,,,,,,,1
37,1/2,29,,כ̇נפ̇ש̇ך̇,,,,,,,,,,,,,,1
37,1/2,30,,נהפך̇,,,,,,,,,,,,,,1
37,1/2,31,,לצ̇ר̇׃,,,,,,,,,,,,,,1
37,3,1,הוי,הי̇ו֟,Lexical,,,,,,,,,,,,,1
,,2,ריֵע,רע,Morphological,Orthographical,,,,,,,,,,,,1
,,3,יאמר,ש̇א֟̇מ̇ר,Morphological,Grammatical,,,,,,,,,,,,1
,,4,מ׳,מדוע,,,,,,,,,,,,,,1
,,5,,כן,,,,,,,,,,,,,,1
,,6,נוצרתי,נו֟צרתי,Same,,,,,,,,,,,,,1
,,7,,למלא,,,,,,,,,,,,,,1
